image,num_lines,trend_1,trend_2,trend_3,trend_4,trend_5,trend_overall
2010.03296v2-Figure2-1.png,3,ylabel starts flat with periodic sinusoidal fluctuations then increases at a decreasing rate to a peak of _value_. It then dips sharply to _value_ before coming back up and staying roughly constant with periodic fluctuations.,"ylabel starts flat with periodic sinusoidal fluctuations then dips sharply to _value_ before coming back up, increases at a decreasing rate to a peak of _value_. It then expresses roughly constant periodic fluctuations.","ylabel forms three concave down arches then sharply increases to a value of _value_, stays flat with minor periodic fluctuations, and then sharply decreases and forms three concave down arches. The line is symmetric about xlabel value of _value_.",,,Lines 1 and 2 are roughly symmetric with each other about xlabel _value_ (they express similar trends but inverse of each other). Line 3 is symmetric about xlabel _value_. 
1911.07201v1-Figure8-1.png,1,Line is irregular and slightly noisy and trends horizontal at the middle ylabel _value_.,,,,,Line is irregular and slightly noisy and trends horizontal at the middle ylabel _value_.
1906.07647v2-Figure13-1.png,2,Line is slightly noisy and trends decreasing at a decreasing rate ,Line is slightly noisy and trends decreasing at a decreasing rate ,,,,Line 1 begins just below line 2 and drops down and trends below it.
1006.4608v1-Figure7-1.png,3,Line trends in linear segments roughly decreasing at a decreasing rate then increasing at an increasing rate ,Line trends in linear segments that roughly alternate between gradual increases and decreases roughly overall it is horizontal.,Line trends in linear segments that increase and decrease and overall trends roughly horizontal.,,,Line 1 trends near the upper ylabel values. Line 2 and line 3 roughly trend overlapping intersecting with each other near the bottom ylabel.
1906.09874v1-Figure8-1.png,3,ylabel is flat then has an overall decrease at an increasing rate. The line becomes more noisy as xlabel increases.,ylabel is flat then has a slight overall decrease. The line becomes more noisy as xlabel increases.,ylabel is flat with noise. ,,,"All lines begin roughly overlapping then line 2 drops slightly below line 1, and line 3 drops below line 2."
1905.00279v2-Figure3-1.png,5,Line trends increasing at a decreasing rate ,Line trends increasing at a decreasing rate ,Line trends increasing at a decreasing rate ,Line trends increasing at a constant rate ,Line trends increasing at a decreasing rate ,"All lines begin together. Line 5 immediately begins to trend lower than the other lines. Next line 2 begins to trend below line 1. Then line 1 trends below line 3, which trends below line 4. lines 1 and line 2 end roughly together just below line 3 and above line 5."
1507.03701v1-Figure9-1.png,3,Line trends horizontal at ylabel _value_,Line trends increasing sharply at a constant rate to just above ylabel _value_ then it gradually increases at a decreasing rate.,Line trends roughly increasing at a decreasing rate and ends just above ylabel _value_.,,,All lines begin at the same point. Line 2 trends above line 3
1504.03426v3-Figure18-1.png,4,Line trends in linear segments with an overall trend of increasing at a decreasing rate,Line trends in linear segments with an overall trend of increasing at a decreasing rate,Line trends in linear segments with an overall trend of increasing at a roughly constant rate,"Line trends in linear segments with an overall trend of increasing at an increasing rate, then increasing at a roughly constant rate ",,Line 1 and line 2 trend overlapping at ylabel above line 3. Line 3 trends at ylabel above line 4.
1504.04684v3-Figure6-1.png,1,Line trends from bottom ylabel to ylabel _value_ sharply at a constant rate then decreases at a decreasing rate and plateaus at bottom ylabel ,,,,,Line trends from bottom ylabel to ylabel _value_ sharply at a constant rate then decreases at a decreasing rate and plateaus at bottom ylabel 
1504.03679v1-Figure7-1.png,2,Line increases in linear segments with varying slopes.,Line increases in linear segments with varying slopes to xlabel _value_ then slightly decreases.,,,,Line 1 trends increasing overall more rapidly then line 2 staying above it.
1503.03653v2-Figure13-1.png,2,Line trends increasing in linear segments that change slopes at varying rates. ,Line trends gradually increasing at a constant rate to mid xlabel where it increases at a slightly steeper slope.,,,,Line 1 trends increasing much more rapidly than line 2 staying above it.
1503.04955v1-Figure19-1.png,3,Line is slightly noisy increasing at a constant rate.,Line trends in a step pattern with even horizontal and vertical lengths overall increasing at a constant rate.,Line trends in a step pattern with even horizontal and vertical lengths overall increasing at a constant rate.,,,Line 2 and line 3 trend roughly overlapping with line 2 a little lower than line 3. Line 1 trends below them.
1503.05831v1-Figure1-1.png,2,Line is irregular with sharp increases and decreases trending overall decreasing at a decreasing rate.,Line is irregular with sharp increases and decreases trending overall decreasing at a decreasing rate.,,,,Line 1 and line 2 trend in same manner roughly overlapping each other.
1503.06869v1-Figure6-1.png,4,Line trends horizontal at ylabel _value_.,Line trends gradually decreasing at a decreasing rate.,Line trends decreasing at a decreasing rate.,Line trends very gradually decreasing at a decreasing rate.,,Line 3 begins near top ylabel and decreases to end just below line 4. Line 4 begins about mid ylabel and trends above line 2. Line 2 trends above line 1.
1504.04464v1-Figure8-1.png,3,Line trends decreasing at a decreasing rate ,Line trends decreasing at a decreasing rate ,Line trends horizontal at ylabel _value_.,,,All lines begin together and fan apart with line 3 above line 1 and line 2 below line 1.
1503.08696v1-Figure8-1.png,4,Line is irregular decreasing alternating slopes slightly steeper and less steep to xlabel _value_ then is horizontal at ylabel _value_.,Line trends decreasing rapidly then decreases very sharply to ylabel _value_ and ends at xlabel _value_.,Line trends decreasing semi gradual at a constant rate to xlabel _value_ then decreases more rapidly at a roughly decreasing rate.,"Line trends decreasing rapidly at a slightly increasing rate then decreases at a decreasing rate, then roughly steps down and is slightly irregular but mainly horizontal at ylabel _value_.",,"Line 1 and line 2 begin together with line 2 decreasing rapidly before line 1 on the xlabel. At xlabel _value_ and below where lines 1 and 2 begin, lines 3 and line 4 begin together on line 1 with line 4 trending below line 1. Line 3 trends above then below line 1."
1504.01050v1-Figure5-1.png,1,"Line is slightly noisy and trends increasing almost vertical at beginning xlabel from just above ylabel _value_ to ylabel _value_ where it roughly forms a narrow arch concave down, then decreases at a decreasing rate.",,,,,"Line is slightly noisy and trends increasing almost vertical at beginning xlabel from just above ylabel _value_ to ylabel _value_ where it roughly forms a narrow arch concave down, then decreases at a decreasing rate."
1504.02921v1-Figure5-1.png,1,Line is noisy with noise increasing as xlabel increases and trends decreasing at a decreasing rate.,,,,,Line is noisy with noise increasing as xlabel increases and trends decreasing at a decreasing rate.
1503.08396v1-Figure14-1.png,4,Line trends near bottom ylabel very gradually increasing at a roughly constant rate ,Line trends increasing at an increasing rate to xlabel _value_ then increases at a constant rate ,Line trends increasing at an increasing rate to xlabel _value_ then increases at a constant rate ,Line trends increasing at an increasing rate to xlabel _value_ then increases at a constant rate ,,Lines begin together then fan out in order with line 1 ending near top ylabel and line 4 near bottom ylabel.
1504.02926v4-Figure7-1.png,3,Line is Increasing gradually at an increasing rate.,Line trends increasing at a constant rate to xlabel _value_ then is horizontal at ylabel _value_.,Line trends increasing gradually at an increasing rate to xlabel _value_ then is horizontal at ylabel _value_.,,,Line 1 and line 2 begin together above line 3. Line three runs roughly parallel to line 1 until it is horizontal. Line 2 trends roughly with line 1 until it becomes horizontal 
